order_id,customer_id,platform,city,category,quantity,mrp,selling_price,discount_percent,delivery_fee,promised_time,delivery_time,order_value,payment_mode,membership,coupon_used,weekend,rating,delivery_partner
10205,C1050,Zepto,Bengaluru,Personal Care,1,618,432.6,30,19.0,30,45,432.6,UPI,Gold,No,Yes,1.0,Rider B
10206,C1165,blinkit,Bengaluru,Dairy,6,594,475.2,20,59.0,10,25,475.2,Wallet,Silver,No,Yes,1.0,Rider D
10207,C1253,BigBasket Now,Mumbai,Snacks,1,133,133.0,0,0.0,30,35,798.0,COD,Gold,No,No,2.0,Rider A
10208,C1271,Blinkit,Mumbai,Household,6,78,74.1,5,39.0,15,14,444.6,Card,None,No,Yes,,Rider E
10209,C1158,BigBasket Now,Hyderabad,Dairy,6,568,397.6,30,49.0,25,21,1988.0,Card,Silver,Yes,No,1.0,Rider C
10210,C1046,Blinkit,Hyderabad,Vegetables,2,348,261.0,25,0.0,15,22,1044.0,Card,Silver,No,Yes,2.0,Rider B
10211,C1124,BigBasket Now,Delhi,Vegetables,6,1122,1122.0,0,39.0,20,37,8976.0,Card,Silver,Yes,Yes,,Rider A
10212,C1179,,Bengaluru,Beverages,7,174,121.8,30,39.0,25,41,852.6,Card,Gold,No,Yes,3.0,Rider D
10213,C1166,BigBasket Now,Pune,Dairy,5,535,508.25,5,39.0,20,21,2033.0,Card,,No,Yes,3.0,Rider C
10214,C1127,Zepto,Mumbai,Personal Care,8,221,198.9,10,19.0,10,20,198.9,Card,None,No,Yes,4.0,Rider B
10215,C1012,Blinkit,Bengaluru,Fruits,3,930,651.0,30,29.0,15,19,1953.0,COD,Gold,Yes,No,,Rider D
10216,C1203,Instamart,Chennai,Beverages,4,224,190.4,15,19.0,20,35,190.4,UPI,Gold,Yes,No,,Rider A
10217,C1056,Blinkit,Delhi,Vegetables,7,80,80.0,0,0.0,20,17,240.0,Card,None,Yes,Yes,5.0,Rider C
10218,C1114,Blinkit,Mumbai,Personal Care,3,1056,1056.0,0,0.0,20,21,5280.0,COD,,Yes,Yes,5.0,Rider A
10219,C1136,Blinkit,Mumbai,Personal Care,1,875,612.5,30,59.0,30,36,4900.0,COD,None,No,No,,Rider C
10220,C1214,BigBasket Now,Bengaluru,Snacks,7,857,728.45,15,39.0,20,32,2185.35,UPI,Gold,No,No,2.0,Rider B
10221,C1025,BigBasket Now,Pune,Beverages,6,277,277.0,0,59.0,30,26,2216.0,COD,Silver,Yes,No,,Rider D
10222,C1194,Zepto,Pune,Household,7,1084,975.6,10,29.0,30,42,1951.2,Wallet,None,No,No,1.0,Rider E
10223,C1242,Instamart,Hyderabad,Beverages,8,497,397.6,20,49.0,20,23,1590.4,Card,Gold,No,Yes,5.0,Rider B
10224,C1235,Zepto,Pune,Household,1,789,749.55,5,29.0,15,14,5246.85,COD,Silver,Yes,No,2.0,Rider C
10225,C1267,Instamart,Delhi,Personal Care,2,808,808.0,0,29.0,20,26,5656.0,COD,Silver,Yes,No,,Rider D
10226,C1003,Zepto,Mumbai,Snacks,4,397,277.9,30,49.0,30,29,1667.4,COD,Silver,No,Yes,5.0,Rider B
10227,C1091,Instamart,Pune,Beverages,5,41,32.8,20,29.0,20,16,164.0,Card,Silver,No,Yes,5.0,Rider D
10228,C1148,Instamart,Chennai,Personal Care,8,221,209.95,5,39.0,15,23,1259.7,UPI,None,No,No,4.0,Rider E
10229,C1296,Zepto,Hyderabad,Vegetables,6,565,508.5,10,0.0,15,22,2034.0,COD,Gold,Yes,No,4.0,Rider D
10230,C1013,Blinkit,Hyderabad,Beverages,8,1116,948.6,15,39.0,25,40,6640.2,Wallet,Silver,Yes,Yes,4.0,Rider D
10231,C1118,Zepto,Delhi,Beverages,1,1046,993.7,5,59.0,30,25,4968.5,COD,Silver,No,Yes,1.0,Rider B
10232,C1254,Blinkit,Bengaluru,Beverages,8,197,157.6,20,0.0,10,8,630.4,COD,Silver,Yes,No,5.0,Rider B
10233,C1074,Instamart,Mumbai,Vegetables,1,873,611.1,30,19.0,10,25,3055.5,COD,Gold,No,No,3.0,Rider C
10234,C1026,Instamart,Mumbai,Vegetables,7,1178,1001.3,15,39.0,30,38,5006.5,COD,Gold,Yes,Yes,2.0,Rider E
10235,C1298,blinkit,Mumbai,Household,6,805,684.25,15,19.0,25,42,5474.0,UPI,None,No,Yes,5.0,Rider A
10236,C1140,Zepto,Delhi,Dairy,4,877,701.6,20,59.0,20,16,2806.4,Wallet,Silver,No,Yes,2.0,Rider A
10237,C1070,Blinkit,Hyderabad,Snacks,3,408,346.8,15,0.0,10,6,1040.4,Wallet,Gold,No,Yes,5.0,Rider B
10238,C1051,BigBasket Now,Chennai,Vegetables,2,338,236.6,30,0.0,15,26,1656.2,Card,None,No,No,,Rider D
10239,C1068,Blinkit,Bengaluru,Household,8,357,249.9,30,29.0,10,27,999.6,COD,None,Yes,No,3.0,Rider C
10240,C1118,BigBasket Now,Chennai,Dairy,7,1163,814.1,30,19.0,15,14,4070.5,Card,None,Yes,Yes,,Rider B
10241,C1205,Blinkit,,Household,6,416,353.6,15,0.0,20,36,1414.4,UPI,Silver,No,No,1.0,Rider D
10242,C1155,Blinkit,Bengaluru,Vegetables,8,230,218.5,5,29.0,25,28,874.0,COD,Gold,Yes,Yes,3.0,Rider B
10243,C1088,Instamart,Mumbai,Snacks,8,351,263.25,25,19.0,20,16,1579.5,COD,Gold,Yes,No,1.0,Rider E
10244,C1082,BigBasket Now,Delhi,Fruits,1,971,971.0,0,0.0,30,28,1942.0,Wallet,None,Yes,No,5.0,Rider C
10245,C1086,Blinkit,Mumbai,Fruits,8,196,176.4,10,29.0,15,21,529.2,COD,,Yes,Yes,1.0,Rider B
10246,C1060,Instamart,Delhi,Vegetables,3,1056,950.4,10,49.0,30,42,950.4,COD,Silver,Yes,No,4.0,Rider E
10247,C1273,Zepto,Chennai,Fruits,2,456,433.2,5,0.0,15,33,3465.6,Card,None,Yes,Yes,2.0,Rider B
10248,C1265,Blinkit,Mumbai,Beverages,2,581,581.0,0,0.0,25,32,2324.0,Card,Gold,Yes,Yes,1.0,Rider E
10249,C1089,Instamart,Mumbai,Fruits,8,730,730.0,0,49.0,10,11,2190.0,UPI,Silver,No,No,1.0,Rider A
10250,C1085,Zepto,Mumbai,Household,3,541,513.95,5,19.0,30,46,2055.8,Card,None,No,Yes,1.0,Rider D
10251,C1035,Blinkit,Bengaluru,Household,1,117,99.45,15,29.0,30,35,696.15,UPI,None,No,Yes,4.0,Rider D
10252,C1238,Zepto,Delhi,Snacks,5,316,284.4,10,59.0,20,16,568.8,UPI,Silver,Yes,Yes,2.0,Rider E
10253,C1294,Blinkit,Delhi,Personal Care,7,977,781.6,20,59.0,15,25,4689.6,Wallet,Silver,Yes,Yes,,Rider C
10254,C1153,BigBasket Now,Hyderabad,Fruits,2,913,639.1,30,39.0,20,15,4473.7,Wallet,None,No,No,2.0,Rider C
10255,C1201,BigBasket Now, Chennai ,Fruits,5,1156,1098.2,5,29.0,10,16,2196.4,COD,Gold,No,No,,Rider E
10256,C1021,BigBasket Now,Bengaluru,Snacks,5,535,535.0,0,,15,31,1605.0,COD,Gold,Yes,No,5.0,Rider D
10257,C1096,Zepto,Delhi,Beverages,1,671,570.35,15,0.0,20,31,1711.05,UPI,Gold,No,No,,Rider C
10258,C1192,Zepto, Chennai ,Personal Care,7,246,196.8,20,0.0,30,46,1180.8,Wallet,Silver,No,No,3.0,Rider D
10259,C1255,BigBasket Now,Mumbai,Personal Care,1,1109,776.3,30,0.0,10,25,1552.6,Wallet,Silver,No,Yes,,Rider E
10260,C1070,Blinkit,Mumbai,Vegetables,4,979,979.0,0,49.0,20,30,979.0,Wallet,Gold,No,Yes,3.0,Rider E
10261,C1043,BigBasket Now,Delhi,Personal Care,6,92,78.2,15,59.0,30,38,391.0,COD,,No,Yes,5.0,Rider C
10262,C1083,Instamart,Pune,Beverages,3,326,309.7,5,59.0,30,26,1548.5,UPI,None,No,No,3.0,Rider B
10263,C1164,BigBasket Now,Delhi,Fruits,5,597,537.3,10,29.0,25,26,3761.1,COD,Silver,No,No,1.0,Rider B
10264,C1081,Instamart,Chennai,Vegetables,5,962,769.6,20,49.0,25,40,6156.8,Wallet,Gold,No,No,3.0,Rider D
10265,C1062,Instamart,Delhi,Household,1,1124,786.8,30,0.0,20,35,3934.0,COD,None,No,No,2.0,Rider A
10266,C1211,Blinkit,Mumbai,Vegetables,3,1163,1163.0,0,59.0,30,46,2326.0,Wallet,Silver,No,No,4.0,Rider D
10267,C1073,BigBasket Now,Pune,Dairy,3,729,656.1,10,19.0,15,32,3936.6,UPI,Silver,Yes,Yes,5.0,Rider B
10268,C1140,Zepto,Bengaluru,Vegetables,4,925,786.25,15,49.0,15,28,1572.5,COD,Gold,No,No,2.0,Rider D
10269,C1260,Instamart,Hyderabad,Vegetables,4,603,452.25,25,29.0,10,24,904.5,COD,None,Yes,No,1.0,Rider E
10270,C1001,BigBasket Now,Pune,Household,3,187,187.0,0,39.0,20,21,935.0,UPI,Silver,Yes,Yes,5.0,Rider D
10271,C1174,Instamart,Hyderabad,Beverages,4,266,226.1,15,19.0,15,19,904.4,COD,None,Yes,Yes,2.0,Rider A
10272,C1032,Instamart,Pune,Fruits,2,1073,965.7,10,39.0,25,31,6759.9,Wallet,Gold,Yes,No,5.0,Rider C
10273,C1068,BigBasket Now,Delhi,Personal Care,8,555,555.0,0,19.0,25,38,3330.0,Card,Gold,No,Yes,3.0,Rider B
10274,C1224,Zepto,Pune,Personal Care,4,196,147.0,25,29.0,30,25,588.0,COD,None,Yes,Yes,1.0,Rider C
10275,C1275,Instamart,Hyderabad,Dairy,3,461,391.85,15,49.0,10,25,2351.1,COD,Silver,Yes,Yes,,Rider B
10276,C1232,Blinkit,Mumbai,Fruits,3,767,651.95,15,29.0,10,27,5215.6,Wallet,Gold,No,No,4.0,Rider B
10277,C1260,BigBasket Now,Bengaluru,Dairy,5,262,209.6,20,59.0,30,33,209.6,Card,None,No,No,,Rider D
10278,C1070,Blinkit,Chennai,Vegetables,7,369,258.3,30,0.0,25,24,258.3,UPI,Silver,Yes,Yes,5.0,Rider E
10279,C1286,BigBasket Now,Delhi,Household,4,185,129.5,30,0.0,20,25,518.0,Card,Silver,No,Yes,1.0,Rider E
10280,C1292,BigBasket Now,Chennai,Beverages,1,298,283.1,5,39.0,25,34,849.3,Wallet,None,Yes,No,,Rider D
10281,C1195,Blinkit,Pune,Vegetables,4,330,330.0,0,0.0,25,39,2310.0,Card,None,Yes,Yes,1.0,Rider B
10282,C1205,Zepto,Bengaluru,Household,1,41,41.0,0,49.0,25,21,287.0,COD,,Yes,No,1.0,Rider D
10283,C1073,Zepto,Hyderabad,Beverages,6,252,176.4,30,0.0,10,10,1234.8,UPI,Gold,Yes,Yes,5.0,Rider E
10284,C1279,Instamart,Delhi,Snacks,1,1140,1140.0,0,,10,26,4560.0,UPI,,No,Yes,1.0,Rider B
10285,C1279,Instamart,Pune,Fruits,2,918,918.0,0,59.0,30,27,3672.0,UPI,Gold,No,No,3.0,Rider C
10286,C1295,Instamart,Bengaluru,Fruits,2,645,612.75,5,0.0,25,39,612.75,UPI,None,Yes,No,4.0,Rider D
10287,C1030,Blinkit,Pune,Personal Care,3,471,329.7,30,39.0,10,5,329.7,Card,None,No,No,3.0,Rider B
10288,C1014,Instamart,Delhi,Fruits,3,557,389.9,30,39.0,20,26,1169.7,Wallet,None,No,No,2.0,Rider A
10289,C1118,Instamart,Mumbai,Fruits,4,884,707.2,20,29.0,10,15,1414.4,Card,Gold,Yes,No,4.0,Rider C
10290,C1234,,Bengaluru,Beverages,1,791,791.0,0,59.0,30,28,3164.0,Wallet,None,Yes,Yes,2.0,Rider C
10291,C1060,Zepto,Hyderabad,Snacks,3,67,50.25,25,59.0,20,28,251.25,Wallet,Gold,No,No,1.0,Rider A
10292,C1072,Blinkit,Hyderabad,Fruits,7,468,351.0,25,29.0,20,34,702.0,UPI,,Yes,Yes,1.0,Rider C
10293,C1252,Instamart,Delhi,Vegetables,2,192,182.4,5,29.0,30,28,912.0,Wallet,Silver,Yes,No,,Rider A
10294,C1015,BigBasket Now,Bengaluru,Fruits,4,983,884.7,10,29.0,20,21,5308.2,COD,None,Yes,Yes,1.0,Rider A
10295,C1134,Zepto,Chennai,Vegetables,8,363,254.1,30,0.0,30,34,254.1,Wallet,Silver,Yes,Yes,1.0,Rider A
10296,C1181,Instamart,Hyderabad,Personal Care,3,645,645.0,0,19.0,20,19,3870.0,COD,Silver,No,Yes,5.0,Rider A
10297,C1194,Blinkit,Bengaluru,Personal Care,4,548,383.6,30,19.0,15,19,2685.2,COD,,No,No,1.0,Rider A
10298,C1120,Instamart,,Snacks,8,243,182.25,25,39.0,25,31,364.5,UPI,Silver,No,Yes,4.0,Rider A
10299,C1218,BigBasket Now,Chennai,Fruits,4,1033,878.05,15,0.0,15,17,4390.25,COD,Silver,No,Yes,3.0,Rider E
10300,C1247,Zepto,Hyderabad,Beverages,7,157,157.0,0,0.0,30,32,157.0,Wallet,None,Yes,Yes,5.0,Rider B
10301,C1051,Blinkit,Delhi,Dairy,8,1085,759.5,30,39.0,20,21,2278.5,UPI,Silver,No,Yes,2.0,Rider C
10302,C1243,BigBasket Now,Mumbai,Vegetables,1,779,779.0,0,59.0,10,27,779.0,Wallet,None,Yes,Yes,4.0,Rider E
10303,C1198,Instamart,Pune,Fruits,6,325,243.75,25,59.0,20,19,731.25,Card,,No,Yes,4.0,Rider B
10304,C1098,Instamart,Pune,Dairy,4,113,101.7,10,0.0,25,24,711.9,UPI,None,Yes,Yes,3.0,Rider D
10305,C1261,BigBasket Now,Pune,Vegetables,4,517,517.0,0,19.0,25,31,4136.0,Card,Silver,No,No,2.0,Rider C
10306,C1211,Blinkit,Hyderabad,Dairy,3,105,89.25,15,19.0,15,20,89.25,Card,None,No,No,4.0,Rider E
10307,C1133,Zepto,Hyderabad,Fruits,5,1162,871.5,25,39.0,25,24,2614.5,Card,None,Yes,No,1.0,Rider B
10308,C1299,BigBasket Now,Delhi,Dairy,4,519,441.15,15,19.0,15,12,2205.75,Wallet,Gold,Yes,No,1.0,Rider A
10309,C1070,BigBasket Now,Chennai,Beverages,7,633,633.0,0,29.0,20,20,1266.0,Wallet,Gold,No,No,5.0,Rider E
10310,C1129,BigBasket Now,Bengaluru,Household,5,434,368.9,15,59.0,10,23,1475.6,Wallet,Silver,No,Yes,,Rider A
10311,C1227,BigBasket Now,Mumbai,Personal Care,3,1006,955.7,5,39.0,20,15,5734.2,Card,Silver,Yes,Yes,5.0,Rider D
10312,C1184,BigBasket Now,Pune,Snacks,6,861,817.95,5,19.0,15,21,3271.8,Card,Silver,Yes,Yes,,Rider B
10313,C1039,BigBasket Now,Hyderabad,Snacks,6,871,696.8,20,49.0,25,40,4180.8,COD,None,No,No,2.0,Rider D
10314,C1189,Blinkit,Pune,Household,5,76,57.0,25,49.0,15,22,228.0,Card,None,Yes,No,3.0,Rider C
10315,C1232,Blinkit,Bengaluru,Fruits,7,374,261.8,30,59.0,10,24,1309.0,UPI,Gold,Yes,Yes,1.0,Rider B
10316,C1135,Zepto,Chennai,Fruits,2,48,45.6,5,0.0,15,15,91.2,Card,Gold,No,No,1.0,Rider E
10317,C1245,Instamart,Mumbai,Fruits,2,754,678.6,10,29.0,20,28,2035.8,COD,Gold,Yes,Yes,,Rider C
10318,C1256,BigBasket Now,,Vegetables,1,309,216.3,30,19.0,20,25,1514.1,Wallet,Silver,Yes,Yes,3.0,Rider A
10319,C1077,blinkit,Pune,Snacks,8,1007,1007.0,0,19.0,10,23,2014.0,Wallet,None,No,Yes,1.0,Rider B
10320,C1132,BigBasket Now,Hyderabad,Beverages,6,481,481.0,0,59.0,25,27,481.0,UPI,Gold,Yes,Yes,5.0,Rider C
10321,C1098,Zepto,Bengaluru,Dairy,5,473,354.75,25,19.0,25,39,1064.25,UPI,Gold,No,No,,Rider C
10322,C1156,Blinkit,Hyderabad,Dairy,2,852,766.8,10,29.0,30,48,766.8,COD,None,Yes,Yes,2.0,Rider B
10323,C1061,Instamart,Pune,Personal Care,8,985,985.0,0,49.0,15,20,4925.0,UPI,Gold,Yes,No,4.0,Rider D
10324,C1230,Instamart,Delhi,Personal Care,7,176,158.4,10,59.0,30,32,950.4,Wallet,None,No,Yes,1.0,Rider D
10325,C1019,Zepto,Chennai,Snacks,1,219,164.25,25,29.0,20,19,328.5,COD,Silver,Yes,Yes,4.0,Rider A
10326,C1069,Blinkit,Pune,Fruits,6,144,144.0,0,19.0,20,36,1008.0,Card,Gold,Yes,No,4.0,Rider C
10327,C1282,Blinkit,Chennai,Dairy,7,782,782.0,0,39.0,15,24,3128.0,Card,None,No,No,4.0,Rider B
10328,C1054,Instamart,Bengaluru,Fruits,5,305,228.75,25,49.0,15,25,1830.0,Card,None,No,No,2.0,Rider C
10329,C1000,,Hyderabad,Dairy,1,424,318.0,25,29.0,25,21,318.0,UPI,Silver,Yes,No,3.0,Rider C
10330,C1201,BigBasket Now,Mumbai,Fruits,4,657,591.3,10,0.0,30,36,4139.1,Card,None,Yes,Yes,2.0,Rider C
10331,C1223,Instamart,Bengaluru,Vegetables,6,558,446.4,20,59.0,20,27,446.4,COD,Gold,No,Yes,,Rider E
10332,C1173,BigBasket Now,,Household,4,138,96.6,30,59.0,30,39,579.6,COD,Gold,Yes,Yes,1.0,Rider C
10333,C1189,Blinkit,Hyderabad,Fruits,8,93,65.1,30,59.0,10,12,65.1,Card,Silver,No,No,4.0,Rider D
10334,C1163,Instamart,Pune,Household,5,674,505.5,25,59.0,30,40,3033.0,UPI,None,Yes,No,4.0,Rider D
10335,C1106,Instamart,Hyderabad,Dairy,2,64,48.0,25,59.0,15,16,48.0,Wallet,None,No,Yes,,Rider B
10336,C1148,Instamart,Chennai,Vegetables,1,919,919.0,0,19.0,15,26,5514.0,Wallet,Gold,No,Yes,4.0,Rider B
10337,C1095,BigBasket Now,Hyderabad,Household,1,710,639.0,10,59.0,20,31,1917.0,Wallet,None,Yes,Yes,1.0,Rider E
10338,C1027,Blinkit,Bengaluru,Beverages,1,271,189.7,30,49.0,30,36,758.8,Wallet,Gold,Yes,Yes,2.0,Rider D
10339,C1132,Instamart,Bengaluru,Snacks,4,102,86.7,15,49.0,15,29,693.6,UPI,Gold,Yes,No,,Rider B
10340,C1264,Zepto,Bengaluru,Beverages,3,525,420.0,20,19.0,20,22,840.0,Wallet,None,Yes,No,4.0,Rider E
10341,C1044,Blinkit,Hyderabad,Personal Care,7,147,124.95,15,19.0,10,19,749.7,Wallet,Gold,Yes,No,4.0,Rider B
10342,C1182,,Mumbai,Dairy,3,447,424.65,5,59.0,15,23,1698.6,Wallet,Gold,Yes,Yes,5.0,Rider C
10343,C1213,BigBasket Now,Delhi,Household,8,294,235.2,20,39.0,20,20,1176.0,Wallet,None,Yes,No,5.0,Rider E
10344,C1037,Instamart,Pune,Snacks,2,336,268.8,20,39.0,15,17,537.6,COD,None,No,No,3.0,Rider D
10345,C1003,Blinkit,Pune,Snacks,6,351,298.35,15,49.0,30,42,2088.45,Wallet,None,No,Yes,5.0,Rider A
10346,C1204,Instamart,Hyderabad,Beverages,4,337,252.75,25,29.0,20,36,758.25,Wallet,None,Yes,No,1.0,Rider B
10347,C1225,BigBasket Now,Mumbai,Dairy,1,94,75.2,20,29.0,20,30,451.2,Wallet,,No,No,4.0,Rider E
10348,C1189,BigBasket Now,Chennai,Dairy,1,1197,837.9,30,29.0,20,15,5027.4,COD,Silver,Yes,No,1.0,Rider A
10349,C1071,Zepto,Mumbai,Vegetables,4,435,413.25,5,0.0,10,28,2892.75,COD,Gold,Yes,Yes,5.0,Rider E
10350,C1098,Blinkit,Pune,Snacks,7,223,156.1,30,39.0,15,23,312.2,Card,None,Yes,No,1.0,Rider A
10351,C1011,Instamart,Pune,Personal Care,3,154,146.3,5,0.0,10,6,1170.4,Card,Gold,Yes,Yes,5.0,Rider C
10352,C1166,BigBasket Now,Delhi,Dairy,8,445,400.5,10,19.0,10,18,3204.0,UPI,None,Yes,Yes,2.0,Rider B
10353,C1271,Blinkit,Delhi,Beverages,1,758,568.5,25,39.0,10,19,4548.0,UPI,None,No,No,5.0,Rider B
10354,C1072,BigBasket Now,,Personal Care,7,138,96.6,30,19.0,30,41,96.6,UPI,Silver,No,Yes,5.0,Rider D
10355,C1082,Instamart,Delhi,Vegetables,5,877,789.3,10,,25,38,789.3,COD,Silver,No,No,2.0,Rider E
10356,C1251,Blinkit,Bengaluru,Snacks,2,1158,984.3,15,49.0,20,17,6890.1,COD,None,No,Yes,1.0,Rider E
10357,C1058,BigBasket Now,Delhi,Personal Care,5,313,313.0,0,0.0,25,28,2504.0,COD,Gold,Yes,No,,Rider C
10358,C1189,Zepto,Hyderabad,Beverages,7,479,479.0,0,49.0,20,23,2395.0,Wallet,None,No,No,,Rider D
10359,C1151,Blinkit,Hyderabad,Household,3,282,282.0,0,29.0,15,31,1974.0,Card,Silver,Yes,No,4.0,Rider A
10360,C1237,BigBasket Now,Pune,Fruits,5,217,217.0,0,29.0,10,11,651.0,Card,None,Yes,Yes,5.0,Rider C
10361,C1242,Zepto,Mumbai,Dairy,1,728,691.6,5,19.0,15,17,2074.8,COD,Gold,No,No,2.0,Rider A
10362,C1030,BigBasket Now,Bengaluru,Personal Care,8,892,758.2,15,39.0,20,36,3032.8,COD,Gold,Yes,No,4.0,Rider B
10363,C1137,Instamart,Chennai,Beverages,8,320,272.0,15,49.0,25,35,1632.0,Card,Silver,Yes,No,4.0,Rider A
10364,C1169,BigBasket Now,Hyderabad,Beverages,3,327,277.95,15,29.0,30,34,277.95,COD,Gold,No,Yes,3.0,Rider D
10365,C1101,Zepto,Mumbai,Vegetables,4,796,636.8,20,29.0,20,30,3184.0,Card,None,Yes,No,1.0,Rider B
10366,C1259,Blinkit,Bengaluru,Personal Care,2,1172,1172.0,0,59.0,15,26,5860.0,UPI,Gold,Yes,No,1.0,Rider D
10367,C1004,BigBasket Now,Mumbai,Personal Care,3,219,197.1,10,0.0,20,33,788.4,Card,Gold,Yes,Yes,1.0,Rider C
10368,C1013,Blinkit,Hyderabad,Household,7,1095,985.5,10,0.0,25,32,4927.5,Card,Silver,No,Yes,1.0,Rider A
10369,C1197,Zepto,Mumbai,Personal Care,6,915,732.0,20,49.0,30,45,2196.0,COD,Silver,No,Yes,2.0,Rider B
10370,C1063,Zepto,Mumbai,Beverages,2,350,332.5,5,49.0,10,23,2660.0,Wallet,Silver,Yes,Yes,2.0,Rider D
10371,C1182,Zepto,Chennai,Household,8,327,310.65,5,49.0,10,12,2174.55,Wallet,Silver,No,Yes,2.0,Rider A
10372,C1092,Zepto,Chennai,Dairy,2,966,772.8,20,29.0,15,11,1545.6,COD,None,Yes,No,3.0,Rider A
10373,C1079,Zepto,Mumbai,Snacks,6,1088,761.6,30,0.0,25,27,5331.2,Card,None,Yes,No,1.0,Rider B
10374,C1171,Blinkit,Chennai,Beverages,4,159,143.1,10,49.0,30,26,1001.7,Card,Gold,Yes,No,3.0,Rider D
10375,C1114,BigBasket Now,Chennai,fruit,7,227,215.65,5,0.0,25,20,1078.25,COD,Silver,Yes,No,,Rider C
10376,C1220,Blinkit,Bengaluru,Fruits,2,495,495.0,0,0.0,25,33,1980.0,COD,None,Yes,No,5.0,Rider D
10377,C1253,BigBasket Now,Mumbai,Fruits,8,558,530.1,5,19.0,10,26,1590.3,UPI,Silver,No,Yes,,Rider A
10378,C1038,Blinkit,Mumbai,Vegetables,1,418,334.4,20,19.0,10,27,1672.0,COD,Gold,No,No,,Rider C
10379,C1001,Zepto,Chennai,Beverages,7,371,315.35,15,19.0,25,25,946.05,COD,None,Yes,Yes,4.0,Rider A
10380,C1181,Blinkit,Mumbai,Beverages,6,492,492.0,0,59.0,15,11,3936.0,Card,Silver,Yes,No,,Rider C
10381,C1286,Zepto,Hyderabad,Dairy,3,298,268.2,10,49.0,20,31,268.2,Wallet,Silver,Yes,Yes,5.0,Rider C
10382,C1264,BigBasket Now,Bengaluru,Personal Care,7,604,604.0,0,49.0,25,31,3020.0,COD,Silver,Yes,No,4.0,Rider C
10383,C1156,BigBasket Now,Mumbai,Fruits,6,476,357.0,25,59.0,25,31,1428.0,Card,Silver,No,No,,Rider A
10384,C1184,BigBasket Now,Chennai,Snacks,5,598,478.4,20,19.0,10,15,2870.4,COD,Silver,Yes,Yes,4.0,Rider A
10385,C1022,Zepto,Mumbai,Household,7,796,756.2,5,39.0,20,30,3781.0,Wallet,Gold,No,Yes,,Rider B
10386,C1125,Instamart,Chennai,Household,3,363,326.7,10,0.0,20,16,2286.9,Wallet,Gold,Yes,No,5.0,Rider A
10387,C1203,Instamart,Chennai,Snacks,7,268,241.2,10,19.0,25,36,1688.4,UPI,None,No,Yes,3.0,Rider C
10388,C1096,Zepto,Chennai,Beverages,4,299,224.25,25,,10,24,448.5,Card,None,Yes,Yes,4.0,Rider E
10389,C1166,Blinkit,Hyderabad,Snacks,2,699,699.0,0,19.0,10,23,2796.0,Wallet,Silver,No,No,1.0,Rider B
10390,C1216,blinkit,Mumbai,Beverages,4,277,249.3,10,39.0,25,27,249.3,COD,Silver,No,No,4.0,Rider A
10391,C1116,Zepto,Hyderabad,Household,8,151,113.25,25,49.0,25,34,792.75,Card,Gold,No,No,1.0,Rider C
10392,C1001,blinkit,Chennai,Fruits,3,985,689.5,30,29.0,15,32,689.5,Wallet,Silver,No,No,,Rider C
10393,C1261,BigBasket Now,Chennai,Dairy,5,1096,986.4,10,49.0,15,13,3945.6,Card,Silver,No,No,5.0,Rider E
10394,C1043,Instamart,Chennai,Dairy,6,1185,948.0,20,19.0,20,24,5688.0,UPI,Silver,Yes,No,1.0,Rider C
10395,C1101,BigBasket Now,Mumbai,Snacks,5,495,420.75,15,19.0,10,10,1262.25,Wallet,Gold,No,Yes,1.0,Rider D
10396,C1021,BigBasket Now,Hyderabad,Snacks,4,489,440.1,10,49.0,25,41,1320.3,UPI,None,Yes,Yes,3.0,Rider E
10397,C1260,Instamart,Mumbai,Beverages,3,318,238.5,25,59.0,30,30,1908.0,UPI,Gold,No,No,3.0,Rider B
10398,C1226,Instamart,Hyderabad,Vegetables,6,1158,926.4,20,39.0,30,32,7411.2,Card,Gold,Yes,Yes,5.0,Rider E
10399,C1075,Instamart,Chennai,Vegetables,1,107,85.6,20,0.0,30,48,342.4,Wallet,Gold,No,Yes,2.0,Rider B
10400,C1013,Zepto,Mumbai,Dairy,2,683,512.25,25,0.0,20,34,512.25,UPI,Gold,Yes,No,,Rider C
10401,C1225,Instamart,Hyderabad,Fruits,1,655,491.25,25,59.0,10,11,2456.25,Card,Silver,Yes,No,5.0,Rider E
10402,C1192,BigBasket Now,Bengaluru,Vegetables,5,333,283.05,15,29.0,30,39,1132.2,Card,None,No,No,1.0,Rider B
10403,C1236,Instamart,Hyderabad,Snacks,1,234,222.3,5,49.0,25,31,1333.8,Wallet,Gold,Yes,No,4.0,Rider D
10404,C1094,BigBasket Now,Hyderabad,Vegetables,4,360,288.0,20,59.0,15,23,1152.0,COD,None,Yes,No,3.0,Rider C
10405,C1296,Zepto,Mumbai,Snacks,1,288,244.8,15,29.0,20,27,1224.0,Card,None,Yes,Yes,3.0,Rider A
10406,C1223,Zepto,Chennai,Vegetables,7,931,651.7,30,19.0,25,33,1955.1,COD,Gold,No,No,3.0,Rider B
10407,C1082,BigBasket Now,Hyderabad,Beverages,4,244,231.8,5,39.0,30,31,1854.4,UPI,Gold,Yes,No,1.0,Rider E
10408,C1156,Zepto,Hyderabad,Vegetables,6,248,198.4,20,29.0,25,26,396.8,Wallet,Gold,Yes,No,2.0,Rider C
